"County","City","State","Postal Code","Model Year","Make","Model","Electric Vehicle Type","Clean Alternative Fuel Vehicle (CAFV) Eligibility","Electric Range","Base MSRP","Legislative District","DOL Vehicle ID","Vehicle Location","Electric Utility","2020 Census Tract"
"Pierce","Edgewood","WA","98372","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","31","275409921","POINT (-122.28596 47.19183)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053073502"
"King","Woodinville","WA","98072","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","260544924","POINT (-122.15545 47.75448)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032307"
"Lewis","Chehalis","WA","98532","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","20","268917281","POINT (-122.96462 46.6621)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53041970800"
"King","Renton","WA","98056","2023","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","224611390","POINT (-122.2044 47.52136)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025304"
"King","Mercer Island","WA","98040","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","224253508","POINT (-122.21238 47.57816)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024601"
"Pierce","Tacoma","WA","98422","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","27","279361519","POINT (-122.39471 47.28159)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053940005"
"King","Seattle","WA","98178","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","281287289","POINT (-122.23825 47.49461)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033026001"
"King","Snoqualmie","WA","98065","2024","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","265702818","POINT (-121.82432 47.52716)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032605"
"King","Seattle","WA","98103","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","261472116","POINT (-122.35436 47.67596)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033002800"
"King","Redmond","WA","98053","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","260802433","POINT (-122.03287 47.68555)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032315"
"Pierce","Roy","WA","98580","2024","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","2","283434777","POINT (-122.54332 47.00328)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053073001"
"Thurston","Olympia","WA","98501","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","22","231157370","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067011626"
"King","Sammamish","WA","98029","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","259708823","POINT (-122.00292 47.54748)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032211"
"Snohomish","Bothell","WA","98012","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","282252561","POINT (-122.21061 47.83448)","PUGET SOUND ENERGY INC","53061052010"
"Pierce","Tacoma","WA","98409","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","29","257579843","POINT (-122.47913 47.2198)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053062802"
"King","Seattle","WA","98117","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","255466473","POINT (-122.38418 47.70044)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033001702"
"Snohomish","Lynnwood","WA","98087","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","21","284143478","POINT (-122.27981 47.85727)","PUGET SOUND ENERGY INC","53061051928"
"Snohomish","Bothell","WA","98012","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","21","272744601","POINT (-122.21061 47.83448)","PUGET SOUND ENERGY INC","53061051927"
"King","Seattle","WA","98117","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","282350897","POINT (-122.38418 47.70044)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033003302"
"King","Redmond","WA","98053","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","260405232","POINT (-122.03287 47.68555)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032333"
"King","Vashon","WA","98070","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","276618954","POINT (-122.4573 47.44929)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033027702"
"Pierce","Puyallup","WA","98373","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","25","282382432","POINT (-122.2988 47.13795)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053071206"
"Pierce","Tacoma","WA","98422","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","27","249953539","POINT (-122.39471 47.28159)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053940011"
"King","Fall City","WA","98024","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","185695786","POINT (-121.89086 47.56812)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032601"
"King","Redmond","WA","98033","2024","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","270775074","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022605"
"Snohomish","Lynnwood","WA","98036","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","283052171","POINT (-122.29245 47.82557)","PUGET SOUND ENERGY INC","53061051929"
"King","Mercer Island","WA","98040","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","258264023","POINT (-122.21238 47.57816)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024500"
"Pierce","Spanaway","WA","98387","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","28","244687173","POINT (-122.41046 47.06512)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053073114"
"Snohomish","Edmonds","WA","98026","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","21","278558171","POINT (-122.31768 47.87166)","PUGET SOUND ENERGY INC","53061050404"
"King","Kirkland","WA","98033","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","237698366","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022701"
"King","Kent","WA","98031","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","267820507","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029603"
"King","Seattle","WA","98106","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","274861807","POINT (-122.35163 47.54287)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033011300"
"King","Shoreline","WA","98133","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","32","273472272","POINT (-122.35029 47.71871)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033020900"
"King","Renton","WA","98058","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","11","261466691","POINT (-122.08747 47.4466)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025702"
"Spokane","Spokane","WA","99223","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","6","212299398","POINT (-117.36043 47.63396)","BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY","53063013401"
"Kitsap","Bainbridge Island","WA","98110","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","23","279166163","POINT (-122.521 47.62732)","PUGET SOUND ENERGY INC","53035090800"
"King","Bellevue","WA","98007","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","229589174","POINT (-122.12056 47.61334)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022805"
"King","Shoreline","WA","98155","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","32","199338191","POINT (-122.3175 47.75781)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033020500"
"Okanogan","Winthrop","WA","98862","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","12","280068470","POINT (-120.17739 48.47396)","OKANOGAN COUNTY ELEC COOP, INC","53047970900"
"Skagit","Anacortes","WA","98221","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","40","236666818","POINT (-122.61216 48.51749)","NO KNOWN ELECTRIC UTILITY SERVICE","53057940600"
"Whatcom","Bellingham","WA","98229","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","40","230524332","POINT (-122.45486 48.7449)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY","53073000904"
"Pierce","Bonney Lake","WA","98391","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","31","265049963","POINT (-122.17144 47.19175)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053070208"
"King","Redmond","WA","98052","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","274320973","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022605"
"Benton","Kennewick","WA","99337","2022","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","8","270783187","POINT (-119.14432 46.18741)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY","53005011506"
"Kitsap","Port Orchard","WA","98366","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","26","275940080","POINT (-122.63847 47.54103)","PUGET SOUND ENERGY INC","53035092600"
"Spokane","Spokane Valley","WA","99216","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","4","245468842","POINT (-117.21264 47.65878)","BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY","53063012801"
"Pierce","Milton","WA","98354","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","284280307","POINT (-122.32172 47.24898)","BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA)","53053070703"
"Snohomish","Bothell","WA","98021","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","274842487","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051916"
"Snohomish","Everett","WA","98208","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","244177811","POINT (-122.18637 47.89251)","PUGET SOUND ENERGY INC","53061041601"
"Pierce","Bonney Lake","WA","98391","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","31","267169696","POINT (-122.17144 47.19175)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053070309"
"Pierce","Bonney Lake","WA","98391","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","31","236610769","POINT (-122.17144 47.19175)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053070208"
"Kitsap","Kingston","WA","98346","2024","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","23","267206782","POINT (-122.4977 47.79802)","PUGET SOUND ENERGY INC","53035090102"
"King","Carnation","WA","98014","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","282291117","POINT (-121.91353 47.64901)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032500"
"Mason","Shelton","WA","98584","2024","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","35","274164236","POINT (-123.10565 47.21248)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY","53045960600"
"Douglas","East Wenatchee","WA","98802","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","12","275563641","POINT (-120.29473 47.41515)","PUD NO 1 OF DOUGLAS COUNTY","53017950300"
"Whatcom","Ferndale","WA","98248","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","42","193694455","POINT (-122.5945 48.84787)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY","53073010505"
"Thurston","Olympia","WA","98502","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","22","280486489","POINT (-122.92333 47.03779)","PUGET SOUND ENERGY INC","53067012002"
"Pierce","Tacoma","WA","98406","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","28","192630595","POINT (-122.52082 47.26887)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053060907"
"King","Woodinville","WA","98072","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","207160488","POINT (-122.15545 47.75448)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032320"
"Snohomish","Snohomish","WA","98296","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","211613741","POINT (-122.1389 47.87115)","PUGET SOUND ENERGY INC","53061052113"
